house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H02678,Downtown,560074,2412,4,4,14,2,0.17,TRUE,FALSE,E,9,7,6,0,8/25/24,9,B02678,612225,35-44,2,medium,FALSE,Full-time employed,Investment,FALSE
H06307,Oakwood,120000,800,2,2,29,0,0.11,FALSE,FALSE,D,7,7,5,4,8/25/24,40,B06307,132421,35-44,1,low,FALSE,Full-time employed,Affordability,FALSE
H06916,Riverside,659415,3453,6,5,18,2,0.18,FALSE,FALSE,D,8,8,4,3,8/25/24,4,B06916,738589,55-64,4,high,TRUE,Full-time employed,Space & Bedrooms,TRUE
H05956,Suburban Park,718973,3413,6,5,15,2,0.31,FALSE,FALSE,C,8,9,3,10,8/25/24,18,B05956,777492,45-54,3,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H06514,University District,200760,1565,3,3,29,0,0.12,FALSE,FALSE,B,7,6,5,2,8/25/24,54,B06514,221775,45-54,1,low,FALSE,Self-employed,Space & Bedrooms,FALSE
H03819,University District,645680,4039,6,5,3,2,0.24,FALSE,FALSE,E,7,6,5,2,8/25/24,3,B03819,750342,65+,2,high,FALSE,Full-time employed,Low Maintenance,FALSE
H00434,Riverside,603501,2808,4,4,2,2,0.19,FALSE,FALSE,F,8,8,4,3,8/26/24,2,B00434,655900,35-44,3,high,TRUE,Self-employed,Space & Bedrooms,FALSE
H02318,Oakwood,548264,3310,5,5,13,3,0.15,FALSE,FALSE,E,7,7,5,4,8/26/24,33,B02318,581572,25-34,1,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H00542,Suburban Park,348157,1575,3,3,1,2,0.26,TRUE,FALSE,E,8,9,3,10,8/26/24,107,B00542,389303,35-44,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H05199,Oakwood,458725,2492,4,4,4,2,0.17,FALSE,FALSE,E,7,7,5,4,8/26/24,30,B05199,513792,35-44,3,medium,TRUE,Full-time employed,Modern & Updated,FALSE
H00136,Oakwood,297009,1830,3,3,20,2,0.12,FALSE,FALSE,C,7,7,5,4,8/26/24,40,B00136,336472,25-34,1,medium,FALSE,Self-employed,Location & Schools,FALSE
H00320,Hillcrest,759015,2836,6,5,14,2,0.12,FALSE,FALSE,E,9,9,2,5,8/26/24,42,B00320,825633,35-44,4,high,TRUE,Full-time employed,Affordability,FALSE
H05491,Riverside,805228,3775,6,5,6,2,0.22,TRUE,FALSE,F,8,8,4,3,8/26/24,31,B05491,885038,45-54,4,high,TRUE,Full-time employed,Location & Schools,FALSE
H06667,Oakwood,367453,2262,4,4,11,2,0.27,FALSE,FALSE,D,7,7,5,4,8/26/24,2,B06667,387895,45-54,2,medium,FALSE,Self-employed,Location & Schools,FALSE
H04981,Green Valley,435968,2067,4,4,21,2,0.35,TRUE,FALSE,C,8,9,2,12,8/27/24,39,B04981,483270,25-34,1,medium,FALSE,Full-time employed,Affordability,TRUE
H03188,Oakwood,468524,2266,4,4,23,2,0.14,FALSE,TRUE,F,7,7,5,4,8/27/24,8,B03188,499878,25-34,2,medium,FALSE,Dual income,Modern & Updated,FALSE
H07065,Riverside,469028,2031,4,4,14,1,0.24,FALSE,FALSE,E,8,8,4,3,8/27/24,14,B07065,529189,35-44,3,medium,TRUE,Self-employed,Modern & Updated,FALSE
H04916,Green Valley,457811,2231,2,3,11,1,0.37,FALSE,FALSE,F,8,9,2,12,8/27/24,45,B04916,500324,45-54,2,medium,FALSE,Self-employed,Modern & Updated,FALSE
H03897,Riverside,789151,3517,5,5,3,2,0.14,TRUE,FALSE,E,8,8,4,3,8/27/24,7,B03897,904219,55-64,3,high,FALSE,Full-time employed,Location & Schools,FALSE
H02835,Oakwood,309968,1900,4,4,4,1,0.22,FALSE,FALSE,F,7,7,5,4,8/27/24,15,B02835,331771,35-44,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H03062,Riverside,577709,2472,4,4,12,2,0.16,FALSE,FALSE,E,8,8,4,3,8/27/24,14,B03062,613061,45-54,3,medium,TRUE,Dual income,Location & Schools,FALSE
H07939,Oakwood,272463,1684,2,2,3,0,0.22,TRUE,FALSE,F,7,7,5,4,8/27/24,21,B07939,316043,55-64,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07305,Downtown,828658,3353,6,5,36,2,0.19,TRUE,TRUE,C,9,7,6,0,8/28/24,20,B07305,929654,25-34,2,high,FALSE,Full-time employed,Location & Schools,FALSE
H04659,Hillcrest,214001,800,1,1,4,1,0.14,FALSE,FALSE,E,9,9,2,5,8/28/24,96,B04659,238178,35-44,1,low,FALSE,Dual income,Low Maintenance,TRUE
H00048,Suburban Park,337966,1692,2,2,11,0,0.17,FALSE,FALSE,D,8,9,3,10,8/28/24,18,B00048,364645,35-44,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H06528,Old Town,120000,843,1,1,27,1,0.17,FALSE,FALSE,D,5,5,7,6,8/28/24,13,B06528,130498,35-44,1,low,FALSE,Dual income,Affordability,TRUE
H00278,Suburban Park,306822,800,1,1,3,1,0.48,TRUE,FALSE,F,8,9,3,10,8/28/24,21,B00278,324927,45-54,1,medium,FALSE,Full-time employed,Modern & Updated,TRUE
H02024,Downtown,961429,4336,6,5,35,3,0.14,FALSE,FALSE,D,9,7,6,0,8/28/24,1,B02024,1019623,55-64,4,high,FALSE,Retired,Location & Schools,FALSE
H04385,Old Town,120000,800,1,1,60,1,0.16,FALSE,TRUE,B,5,5,7,6,8/28/24,79,B04385,141142,25-34,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07647,Suburban Park,896382,4500,6,5,8,3,0.25,FALSE,FALSE,F,8,9,3,10,8/28/24,15,B07647,945975,45-54,5,high,TRUE,Full-time employed,Location & Schools,FALSE
H06452,Green Valley,549742,2546,4,4,5,1,0.11,FALSE,FALSE,F,8,9,2,12,8/28/24,13,B06452,594812,45-54,2,medium,FALSE,Full-time employed,Affordability,FALSE
H05839,Suburban Park,359198,1298,2,2,3,1,0.57,FALSE,TRUE,F,8,9,3,10,9/1/24,10,B05839,382324,45-54,3,medium,FALSE,Full-time employed,Affordability,FALSE
H05450,Riverside,793590,3683,6,5,7,2,0.22,TRUE,FALSE,F,8,8,4,3,9/1/24,23,B05450,834021,65+,2,high,FALSE,Retired,Modern & Updated,FALSE
H00228,Oakwood,264653,1416,2,2,23,0,0.13,FALSE,FALSE,C,7,7,5,4,9/1/24,14,B00228,303266,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H03724,Hillcrest,1029036,4147,6,5,4,2,0.22,FALSE,FALSE,E,9,9,2,5,9/1/24,23,B03724,1205556,45-54,4,high,FALSE,Self-employed,Affordability,FALSE
H01765,Riverside,730709,3402,6,5,3,2,0.1,FALSE,FALSE,F,8,8,4,3,9/1/24,4,B01765,795182,35-44,4,high,TRUE,Dual income,Space & Bedrooms,FALSE
H05190,Hillcrest,743644,2824,6,5,6,2,0.15,FALSE,TRUE,F,9,9,2,5,9/1/24,84,B05190,802084,65+,2,high,FALSE,Retired,Affordability,FALSE
H04743,Downtown,626965,2635,4,4,29,2,0.17,TRUE,FALSE,D,9,7,6,0,9/1/24,11,B04743,708391,45-54,1,high,FALSE,Full-time employed,Location & Schools,FALSE
H03987,Riverside,450006,1814,2,3,6,2,0.14,TRUE,FALSE,D,8,8,4,3,9/1/24,16,B03987,503695,45-54,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07958,Old Town,176517,1537,2,2,17,0,0.18,FALSE,FALSE,D,5,5,7,6,9/1/24,90,B07958,194626,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H00488,Hillcrest,823166,3341,6,5,12,2,0.2,FALSE,FALSE,F,9,9,2,5,9/1/24,3,B00488,864610,35-44,4,high,TRUE,Dual income,Location & Schools,FALSE
H00727,Riverside,302553,1297,2,2,1,1,0.2,FALSE,FALSE,E,8,8,4,3,9/1/24,12,B00727,355164,35-44,1,medium,FALSE,Full-time employed,Affordability,FALSE
H04110,Suburban Park,618813,2507,5,5,18,2,0.25,TRUE,FALSE,E,8,9,3,10,9/2/24,6,B04110,652928,45-54,4,high,TRUE,Self-employed,Space & Bedrooms,FALSE
H03998,Oakwood,454185,2406,5,5,9,2,0.2,FALSE,FALSE,F,7,7,5,4,9/2/24,3,B03998,484248,35-44,2,medium,FALSE,Full-time employed,Location & Schools,FALSE
H01378,Suburban Park,339473,1552,3,3,10,1,0.43,TRUE,FALSE,E,8,9,3,10,9/2/24,64,B01378,357492,25-34,1,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H02536,Old Town,120000,800,1,1,1,2,0.14,FALSE,FALSE,E,5,5,7,6,9/2/24,24,B02536,135833,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H01902,Downtown,457093,1822,5,4,9,2,0.16,TRUE,FALSE,D,9,7,6,0,9/2/24,38,B01902,526907,25-34,2,medium,FALSE,Full-time employed,Investment,FALSE
H01766,Oakwood,481285,2787,4,4,10,1,0.13,TRUE,FALSE,E,7,7,5,4,9/2/24,118,B01766,517065,35-44,3,medium,FALSE,Dual income,Modern & Updated,FALSE
H06948,Hillcrest,371337,1039,2,2,3,1,0.11,TRUE,FALSE,F,9,9,2,5,9/2/24,45,B06948,408516,35-44,1,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H02931,Suburban Park,523577,2409,3,3,5,2,0.39,FALSE,FALSE,F,8,9,3,10,9/2/24,48,B02931,603876,35-44,3,medium,TRUE,Dual income,Space & Bedrooms,FALSE
H05508,Oakwood,455686,2743,5,5,32,1,0.21,FALSE,FALSE,D,7,7,5,4,9/2/24,37,B05508,510951,45-54,2,medium,FALSE,Self-employed,Investment,FALSE
H03468,Lakeside,247129,830,2,2,14,2,0.18,TRUE,FALSE,E,9,8,3,7,9/3/24,4,B03468,283319,35-44,2,medium,FALSE,Full-time employed,Affordability,FALSE
H07615,Hillcrest,317203,800,1,1,13,0,0.25,TRUE,FALSE,D,9,9,2,5,9/3/24,6,B07615,334006,25-34,1,medium,FALSE,Self-employed,Space & Bedrooms,TRUE
H01375,Hillcrest,635822,2421,4,4,26,1,0.09,FALSE,TRUE,E,9,9,2,5,9/3/24,23,B01375,708996,25-34,1,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H01722,Riverside,335993,1484,2,2,23,1,0.19,TRUE,FALSE,F,8,8,4,3,9/3/24,14,B01722,365525,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H05599,Lakeside,780808,3285,6,5,8,2,0.17,FALSE,FALSE,D,9,8,3,7,9/3/24,34,B05599,848671,45-54,3,high,TRUE,Self-employed,Affordability,FALSE
H04586,Green Valley,405373,1580,2,2,5,1,0.23,TRUE,TRUE,F,8,9,2,12,9/4/24,51,B04586,461226,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H02860,Riverside,513696,2254,5,4,15,1,0.3,FALSE,FALSE,D,8,8,4,3,9/4/24,26,B02860,543584,35-44,2,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H01488,Lakeside,969521,3790,6,5,51,2,0.13,TRUE,FALSE,A,9,8,3,7,9/4/24,31,B01488,1140705,55-64,4,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H03762,Lakeside,975104,4457,6,5,2,2,0.12,FALSE,FALSE,F,9,8,3,7,9/4/24,89,B03762,1117339,45-54,5,high,TRUE,Self-employed,Location & Schools,FALSE
H05838,Oakwood,527038,2838,5,5,5,1,0.2,FALSE,FALSE,E,7,7,5,4,9/4/24,48,B05838,586709,45-54,2,medium,FALSE,Full-time employed,Investment,FALSE
H00300,Riverside,489547,2399,5,5,3,1,0.16,FALSE,FALSE,F,8,8,4,3,9/4/24,22,B00300,537725,25-34,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H06813,Downtown,974217,4500,6,5,38,2,0.1,TRUE,FALSE,C,9,7,6,0,9/4/24,45,B06813,1120545,45-54,4,high,TRUE,Full-time employed,Location & Schools,FALSE
H03528,University District,255621,1535,2,2,14,1,0.15,TRUE,FALSE,E,7,6,5,2,9/4/24,23,B03528,287891,45-54,2,medium,FALSE,Self-employed,Location & Schools,FALSE
H07814,Maple Heights,337538,2022,3,3,2,2,0.24,FALSE,FALSE,E,6,6,6,8,9/4/24,4,B07814,396059,65+,1,medium,FALSE,Retired,Low Maintenance,FALSE
H01820,Oakwood,223892,1117,1,1,1,1,0.18,TRUE,FALSE,E,7,7,5,4,9/4/24,39,B01820,260619,35-44,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07111,Lakeside,827731,3218,6,5,1,3,0.15,TRUE,FALSE,E,9,8,3,7,9/4/24,67,B07111,923198,45-54,4,high,TRUE,Full-time employed,Location & Schools,FALSE
H07086,Downtown,951652,4351,6,5,1,2,0.11,FALSE,FALSE,E,9,7,6,0,9/5/24,69,B07086,1099360,35-44,5,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H07002,Hillcrest,834956,3482,5,5,30,2,0.17,FALSE,FALSE,E,9,9,2,5,9/5/24,3,B07002,939446,55-64,3,high,TRUE,Retired,Investment,FALSE
H01760,Suburban Park,535550,2483,5,4,26,1,0.19,TRUE,FALSE,D,8,9,3,10,9/5/24,64,B01760,562431,25-34,2,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H06099,Hillcrest,772882,3412,5,5,32,2,0.16,FALSE,FALSE,D,9,9,2,5,9/6/24,36,B06099,872439,55-64,5,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04821,Hillcrest,879616,3310,5,5,1,3,0.14,FALSE,FALSE,F,9,9,2,5,9/6/24,28,B04821,1007262,55-64,2,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H05910,Riverside,517316,2340,4,4,20,1,0.16,TRUE,FALSE,D,8,8,4,3,9/6/24,56,B05910,543594,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H04416,Maple Heights,344094,2269,3,3,4,1,0.12,FALSE,FALSE,F,6,6,6,8,9/6/24,64,B04416,377590,55-64,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H07513,Downtown,566766,2347,4,4,2,2,0.18,TRUE,FALSE,E,9,7,6,0,9/6/24,165,B07513,613078,45-54,2,medium,FALSE,Self-employed,Space & Bedrooms,FALSE
H07838,Lakeside,762725,2993,4,5,18,2,0.13,TRUE,FALSE,E,9,8,3,7,9/6/24,5,B07838,816753,35-44,2,high,FALSE,Full-time employed,Investment,FALSE
H01761,Maple Heights,130257,800,2,2,1,1,0.32,FALSE,FALSE,F,6,6,6,8,9/6/24,53,B01761,139084,35-44,1,low,FALSE,Dual income,Affordability,FALSE
H05155,Lakeside,976664,4500,6,5,18,3,0.15,FALSE,FALSE,D,9,8,3,7,9/6/24,18,B05155,1101682,45-54,5,high,TRUE,Self-employed,Location & Schools,FALSE
H07303,Hillcrest,914057,3566,6,5,1,3,0.19,FALSE,FALSE,E,9,9,2,5,9/6/24,91,B07303,981247,35-44,3,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H05627,Maple Heights,224996,1344,3,2,32,2,0.23,FALSE,FALSE,E,6,6,6,8,9/7/24,22,B05627,242762,25-34,1,low,FALSE,Full-time employed,Low Maintenance,FALSE
H00815,Old Town,340470,2460,4,4,0,2,0.24,FALSE,FALSE,F,5,5,7,6,9/7/24,9,B00815,372591,45-54,3,medium,TRUE,Full-time employed,Modern & Updated,FALSE
H02155,Riverside,640180,3259,6,5,10,2,0.31,FALSE,FALSE,F,8,8,4,3,9/7/24,76,B02155,682205,65+,1,high,FALSE,Retired,Affordability,FALSE
H02457,Maple Heights,313855,1871,3,3,4,1,0.17,FALSE,FALSE,D,6,6,6,8,9/7/24,79,B02457,346868,65+,1,medium,FALSE,Retired,Low Maintenance,FALSE
H07831,Hillcrest,1029644,4026,6,5,2,2,0.11,TRUE,FALSE,F,9,9,2,5,9/7/24,42,B07831,1139543,25-34,3,high,FALSE,Dual income,Space & Bedrooms,TRUE
H05612,Lakeside,476270,1908,2,2,60,1,0.2,FALSE,TRUE,B,9,8,3,7,9/7/24,36,B05612,550364,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07415,Maple Heights,383523,2403,4,4,7,2,0.1,FALSE,FALSE,F,6,6,6,8,9/7/24,1,B07415,419810,35-44,3,medium,TRUE,Full-time employed,Location & Schools,FALSE
H03431,Suburban Park,725922,3497,6,5,16,3,0.3,FALSE,FALSE,D,8,9,3,10,9/7/24,22,B03431,797666,35-44,4,high,TRUE,Full-time employed,Location & Schools,FALSE
H02892,Lakeside,688751,2993,5,5,21,1,0.16,TRUE,TRUE,F,9,8,3,7,9/8/24,63,B02892,732067,45-54,3,high,TRUE,Full-time employed,Low Maintenance,FALSE
H07488,Green Valley,385067,2080,4,3,6,1,0.29,FALSE,FALSE,F,8,9,2,12,9/8/24,8,B07488,434468,45-54,2,medium,FALSE,Dual income,Investment,FALSE
H00977,Suburban Park,505626,2271,4,4,14,2,0.46,FALSE,FALSE,E,8,9,3,10,9/8/24,39,B00977,533167,25-34,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H01189,Oakwood,338589,1843,2,2,8,2,0.15,FALSE,FALSE,D,7,7,5,4,9/8/24,66,B01189,370594,25-34,1,medium,FALSE,Full-time employed,Affordability,FALSE
H07256,Suburban Park,358049,1708,3,3,17,1,0.17,FALSE,FALSE,D,8,9,3,10,9/8/24,27,B07256,396333,55-64,2,medium,FALSE,Full-time employed,Modern & Updated,TRUE
H04757,Downtown,384751,2056,5,5,5,2,0.09,FALSE,FALSE,F,9,7,6,0,9/8/24,1,B04757,440218,25-34,2,medium,FALSE,Full-time employed,Affordability,FALSE
H01635,Green Valley,194046,800,1,1,3,1,0.38,FALSE,FALSE,F,8,9,2,12,9/8/24,47,B01635,223694,25-34,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H02479,Riverside,458047,1680,3,3,2,2,0.13,FALSE,FALSE,E,8,8,4,3,9/9/24,2,B02479,487819,35-44,2,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H06879,University District,326455,2247,4,4,37,1,0.15,TRUE,FALSE,C,7,6,5,2,9/9/24,27,B06879,350185,45-54,2,medium,FALSE,Retired,Investment,FALSE
H07014,Hillcrest,698236,2935,5,5,3,1,0.15,FALSE,FALSE,F,9,9,2,5,9/9/24,36,B07014,797686,45-54,2,high,FALSE,Full-time employed,Space & Bedrooms,FALSE
H00774,Oakwood,634574,3048,5,5,0,3,0.1,TRUE,FALSE,E,7,7,5,4,9/9/24,49,B00774,696183,35-44,5,high,TRUE,Full-time employed,Location & Schools,FALSE
H02735,Green Valley,423499,2376,4,3,7,1,0.34,FALSE,FALSE,E,8,9,2,12,9/9/24,6,B02735,476896,35-44,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H06576,Lakeside,846199,3473,6,5,32,2,0.15,FALSE,FALSE,D,9,8,3,7,9/9/24,67,B06576,951954,35-44,4,high,TRUE,Full-time employed,Affordability,FALSE
H03768,Maple Heights,217582,1520,2,2,6,1,0.16,FALSE,FALSE,F,6,6,6,8,9/9/24,9,B03768,246032,45-54,1,low,FALSE,Full-time employed,Location & Schools,TRUE
H07313,Oakwood,659022,4025,6,5,15,2,0.15,FALSE,FALSE,E,7,7,5,4,9/9/24,27,B07313,735115,35-44,5,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H05324,Green Valley,197033,800,2,2,4,0,0.35,FALSE,FALSE,F,8,9,2,12,9/10/24,9,B05324,214387,35-44,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07095,Oakwood,422344,2277,3,3,25,1,0.23,TRUE,FALSE,D,7,7,5,4,9/10/24,10,B07095,452284,35-44,1,medium,FALSE,Full-time employed,Affordability,FALSE
H06664,Lakeside,546000,2002,4,4,1,1,0.16,FALSE,FALSE,F,9,8,3,7,9/10/24,10,B06664,613935,25-34,1,medium,FALSE,Full-time employed,Affordability,FALSE
H06178,Riverside,281433,800,1,1,7,1,0.23,TRUE,FALSE,E,8,8,4,3,9/10/24,1,B06178,299361,35-44,1,medium,FALSE,Self-employed,Affordability,TRUE
H05717,Hillcrest,835478,3290,5,5,17,2,0.09,FALSE,TRUE,F,9,9,2,5,9/10/24,56,B05717,924091,35-44,4,high,TRUE,Full-time employed,Affordability,TRUE
H03794,Lakeside,1044549,4271,6,5,2,2,0.17,TRUE,FALSE,F,9,8,3,7,9/10/24,44,B03794,1230975,35-44,5,high,TRUE,Full-time employed,Modern & Updated,FALSE
H06247,Riverside,483839,2059,3,3,1,1,0.16,FALSE,FALSE,F,8,8,4,3,9/11/24,43,B06247,524520,35-44,2,medium,FALSE,Full-time employed,Affordability,FALSE
H01181,Green Valley,346216,1840,2,3,6,2,0.3,FALSE,FALSE,E,8,9,2,12,9/11/24,28,B01181,396414,65+,1,medium,FALSE,Self-employed,Low Maintenance,FALSE
H00295,Riverside,474829,1889,3,3,15,2,0.09,TRUE,FALSE,F,8,8,4,3,9/12/24,2,B00295,526880,35-44,2,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H03579,Lakeside,676590,2686,5,5,2,1,0.16,FALSE,FALSE,F,9,8,3,7,9/12/24,82,B03579,714675,35-44,4,high,TRUE,Full-time employed,Space & Bedrooms,FALSE
H00054,Old Town,120000,1333,3,3,40,0,0.23,FALSE,FALSE,C,5,5,7,6,9/12/24,18,B00054,132642,45-54,1,low,FALSE,Full-time employed,Location & Schools,TRUE
H07321,Hillcrest,866600,3250,6,5,3,3,0.13,TRUE,FALSE,E,9,9,2,5,9/13/24,48,B07321,980027,25-34,3,high,TRUE,Full-time employed,Location & Schools,FALSE
H00787,Suburban Park,584698,2394,4,4,3,1,0.69,TRUE,FALSE,F,8,9,3,10,9/13/24,14,B00787,626083,45-54,3,medium,FALSE,Full-time employed,Location & Schools,FALSE
H00238,Downtown,348953,1596,2,2,21,0,0.13,FALSE,FALSE,D,9,7,6,0,9/13/24,27,B00238,405387,65+,1,medium,FALSE,Retired,Modern & Updated,FALSE
H03580,Maple Heights,213258,1595,3,3,17,1,0.16,FALSE,FALSE,E,6,6,6,8,9/13/24,12,B03580,240913,35-44,2,low,FALSE,Full-time employed,Affordability,FALSE
H05234,Oakwood,570875,3160,5,4,11,2,0.1,FALSE,FALSE,F,7,7,5,4,9/13/24,21,B05234,627103,35-44,4,medium,TRUE,Self-employed,Location & Schools,FALSE
H06800,Suburban Park,255032,1027,2,2,8,1,0.3,FALSE,FALSE,D,8,9,3,10,9/13/24,41,B06800,279323,35-44,2,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04971,Maple Heights,306889,1271,3,2,5,1,0.09,TRUE,TRUE,E,6,6,6,8,9/13/24,18,B04971,324504,35-44,2,medium,FALSE,Full-time employed,Modern & Updated,TRUE
H07857,Oakwood,541007,3041,5,5,4,2,0.12,FALSE,FALSE,E,7,7,5,4,9/14/24,14,B07857,615597,35-44,1,medium,FALSE,Self-employed,Location & Schools,FALSE
H01113,Hillcrest,1112610,4500,6,5,55,3,0.1,TRUE,FALSE,A,9,9,2,5,9/14/24,48,B01113,1301443,35-44,3,high,TRUE,Full-time employed,Modern & Updated,FALSE
H00057,Riverside,218803,800,1,1,58,0,0.18,FALSE,FALSE,B,8,8,4,3,9/14/24,45,B00057,240602,25-34,1,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07220,Green Valley,341375,1553,2,2,6,1,0.52,FALSE,FALSE,E,8,9,2,12,9/14/24,17,B07220,379340,35-44,1,medium,FALSE,Dual income,Investment,FALSE
H02501,University District,421607,2447,4,4,10,1,0.07,TRUE,FALSE,F,7,6,5,2,9/14/24,6,B02501,466514,25-34,2,medium,FALSE,Full-time employed,Modern & Updated,FALSE
H04621,Old Town,256204,2425,3,3,5,1,0.18,FALSE,FALSE,F,5,5,7,6,9/15/24,8,B04621,276065,25-34,2,low,FALSE,Full-time employed,Space & Bedrooms,FALSE
H00385,Lakeside,545006,2113,3,3,5,1,0.14,FALSE,FALSE,F,9,8,3,7,9/15/24,73,B00385,585338,35-44,1,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H04265,Lakeside,1009720,3954,6,5,4,3,0.13,FALSE,FALSE,F,9,8,3,7,9/15/24,39,B04265,1135607,45-54,5,high,TRUE,Self-employed,Investment,FALSE
H05678,Riverside,947295,4374,6,5,14,2,0.19,FALSE,FALSE,D,8,8,4,3,9/15/24,14,B05678,1104189,55-64,4,high,FALSE,Retired,Space & Bedrooms,FALSE
H01959,Suburban Park,469713,1876,4,3,7,1,0.23,TRUE,FALSE,E,8,9,3,10,9/15/24,4,B01959,536245,45-54,2,medium,FALSE,Self-employed,Affordability,FALSE
H04813,Downtown,570278,2521,4,4,6,2,0.16,TRUE,FALSE,F,9,7,6,0,9/15/24,25,B04813,665692,45-54,1,high,FALSE,Self-employed,Modern & Updated,FALSE
H04033,Riverside,495697,2528,4,4,1,2,0.15,FALSE,FALSE,E,8,8,4,3,9/15/24,14,B04033,525690,35-44,1,medium,FALSE,Full-time employed,Affordability,FALSE
H03572,Suburban Park,746197,3607,6,5,19,3,0.35,TRUE,FALSE,D,8,9,3,10,9/16/24,180,B03572,863290,35-44,3,high,FALSE,Dual income,Low Maintenance,FALSE
H00169,Downtown,595091,2678,5,4,14,1,0.18,FALSE,FALSE,F,9,7,6,0,9/16/24,8,B00169,638940,35-44,3,high,TRUE,Full-time employed,Investment,FALSE
H03134,Suburban Park,254859,1059,2,2,22,0,0.32,FALSE,FALSE,E,8,9,3,10,9/16/24,13,B03134,290491,25-34,1,medium,FALSE,Full-time employed,Space & Bedrooms,TRUE
H00339,Maple Heights,193758,1012,3,2,15,1,0.21,TRUE,FALSE,E,6,6,6,8,9/16/24,5,B00339,206192,25-34,1,low,FALSE,Full-time employed,Affordability,FALSE
H02829,Maple Heights,438588,2589,4,5,33,2,0.15,FALSE,FALSE,C,6,6,6,8,9/16/24,111,B02829,497604,25-34,2,medium,FALSE,Full-time employed,Affordability,FALSE
H01558,Oakwood,398133,2485,4,4,11,1,0.26,FALSE,FALSE,F,7,7,5,4,9/16/24,3,B01558,463760,45-54,1,medium,FALSE,Self-employed,Modern & Updated,TRUE
H07858,Hillcrest,454319,2043,3,3,7,1,0.24,FALSE,FALSE,F,9,9,2,5,9/16/24,81,B07858,500043,35-44,3,medium,FALSE,Full-time employed,Low Maintenance,FALSE
H05114,Lakeside,485649,1984,3,3,27,2,0.14,TRUE,FALSE,D,9,8,3,7,9/16/24,77,B05114,563001,25-34,1,medium,FALSE,Self-employed,Affordability,FALSE
H06065,Hillcrest,683449,2382,4,4,1,2,0.22,FALSE,FALSE,E,9,9,2,5,9/16/24,114,B06065,767801,35-44,1,high,FALSE,Full-time employed,Location & Schools,FALSE
H05312,Suburban Park,338616,1515,3,2,11,1,0.17,FALSE,FALSE,E,8,9,3,10,9/16/24,12,B05312,365890,45-54,1,medium,FALSE,Full-time employed,Location & Schools,FALSE
H04184,Oakwood,348176,2110,4,4,19,1,0.21,FALSE,FALSE,C,7,7,5,4,9/17/24,31,B04184,398170,35-44,2,medium,FALSE,Full-time employed,Space & Bedrooms,FALSE
H07732,Riverside,168743,800,1,1,33,1,0.14,FALSE,FALSE,B,8,8,4,3,9/17/24,2,B07732,187414,35-44,1,low,FALSE,Full-time employed,Affordability,FALSE
H00909,Hillcrest,1169646,4500,6,5,12,2,0.13,TRUE,TRUE,F,9,9,2,5,9/17/24,16,B00909,1356602,55-64,5,high,TRUE,Full-time employed,Affordability,FALSE
